1826788,tdohspo,Amber*,33082847.91,0.306966664,0.042892906,16423695276
1821961,av4h,E1,650292253.7,0.541715332,0.804709814,5264908708
1832585,aohara,VASP*,496212649.3,0.579356517,0.13846202,16127480744
1830975,fshen,WRF*,277981240.8,0.29433892,0.774830968,815234630.5
1836193,privero,VASP*,408579741.6,0.553879285,0.141263308,18025733193
1834091,ruizm,Cactus*,148754554.3,0.236511264,0.131868606,2392245683
1827805,gnelson,LAMMPS*,182071178.1,0.339259597,0.110520519,9837838555
1832124,jeil,Q. Esp*,86870522.44,0.32049474,0.029163532,3685640291
1832592,aohara,VASP*,448725981.3,0.563211143,0.121732956,16688010365
1835429,ggu,VASP*,588159271.2,0.553779749,0.277787088,17130893173
1835984,ruizm,Cactus*,151980159.4,0.23646465,0.134983183,2452958092
1831195,case,special,393640914.8,0.568607712,0.732148115,9439958752
1835473,dmarrocc,VASP*,684801878.8,0.548093292,0.298880564,28141382394
1835670,xzhuang,ifortddwntl.om,297006354.4,0.472732248,0.118776845,16768591478
1830326,pkhakbaz,ifortddwntl.om,298374869.6,0.487466681,0.112938839,16476583268
1836320,aaziz,VASP*,766081368.5,0.580701338,0.387500294,20639225571
1836247,clietz,channelFoam,920026999.3,0.508427916,0.502683844,11743635516
1822343,tmori,NAMD*,137313324.4,0.402353595,0.04615437,27147739238
1836549,xwang,run1-5th,426187807.2,0.443350383,0.334377724,21809099675
1836884,aldo,VASP*,726415490.5,0.632266078,0.230736617,19367045840
1830669,pkhakbaz,ifortddwntl.om,300842521.3,0.48979935,0.114332803,16435923839
1829779,vmonje,NAMD*,113277837.8,0.243800646,0.093455068,20763415516
1835737,xzhuang,ifortddwntl.om,289802722.1,0.471188083,0.121996634,14990701984
1834570,ebm5071,WRF*,564103966.6,0.533832983,0.200236567,1349466041
1825183,gmgray2,Amber*,1923290.27,0.28896023,0.002657152,7181.672537
1829878,vmonje,NAMD*,120292840.1,0.25291338,0.098870788,22787709679
1835428,ggu,VASP*,586395428.7,0.553989499,0.279349217,17046772309
1831193,case,special,384218245.9,0.558312475,0.716604767,9274086802
1835132,abaski3,tbtrans,14840480.51,0.085861703,0.018803987,1182485744
1807499,pwhitfor,Gromacs*,13769033.28,0.254675648,0.025050748,960623306.3
1830433,yongjin,LAMMPS*,4751596.367,0.235714226,0.021704259,9508155310
1833900,tgreif,raytest2,1930954.494,0.173343358,1.919815797,46603462.45
1835445,ggu,VASP*,584974718.3,0.552547753,0.275171194,17192171681
1832849,christia,VASP*,667259047.2,0.573420528,0.391872109,17082811455
1802833,healy,Cactus*,208520758.6,0.201323793,0.11329382,11795781669
1832578,aohara,VASP*,471629643.1,0.572110956,0.127395972,13882496531
1831168,kyoung,VASP*,531870507.4,0.453889929,0.286580921,28149954973
1835032,privero,VASP*,392110747.3,0.548240101,0.138936117,17562934912
1831479,hbchew,VASP*,730640937.4,0.508693605,0.318277489,26616544230
1835590,ling,WRF*,401538511.7,0.44453784,0.199280768,880006923.6
1834224,captaina,VASP*,753661086.4,0.612856345,0.30095687,25520975165
1815677,blandrum,LAMMPS*,21832318.2,0.276233237,0.016223215,8814931942
1825885,njohner,NAMD*,155695758.2,0.342612913,0.093629774,33623047577
1828825,u0723235,Amber*,236161252.9,0.397678108,0.195099743,15967146578
1826670,awr397,Gromacs*,6591650.891,0.114078286,0.039155908,1387280966
1833218,ganesh10,ablDyMFoamIncreasedPcorr,206332984,0.190925755,1.113901838,3283878346
1833049,donghwa,VASP*,128657216.2,0.209286414,0.059705169,6651249150
1831433,hbchew,VASP*,723535695.3,0.512584853,0.313113033,26198028229
1827801,gnelson,LAMMPS*,173012628.3,0.367647796,0.095206088,11748486100
1831180,anch1829,MILC*,79002916.6,0.209623707,0.040022668,15930813419
1833050,donghwa,VASP*,168863680.3,0.226452288,0.076947779,8583085258
1832229,tg455595,cp2k.popt,150857467,0.236749631,0.21748479,19050337936
1833274,aohara,VASP*,468052687.4,0.565251488,0.129341891,16552936271
1837698,tg458296,Q. Esp*,155558004.5,0.412646001,0.042002133,14845483332
1833920,phopkins,P-Gadget3,256437896.8,0.556982595,0.059708702,4476463180
1815505,blandrum,LAMMPS*,29845330.76,0.343710013,0.020731193,12101720609
1835421,ggu,VASP*,580945545.6,0.553177102,0.27608369,16999895275
1836063,tg804380,VASP*,245304590.3,0.280150076,0.342120518,6070546116
1832848,jeil,Q. Esp*,208703814.1,0.42890266,0.046716137,17390377396
